copies,processors,dagster,tinisat
985,9,3.463233470916748,721.1471772193909
985,17,3.1665890216827393,721.1471772193909
985,33,3.925122022628784,721.1471772193909
985,64,7.253411769866943,721.1471772193909
1055,2,14.27720332145691,1132.875384569168
1055,3,8.197736501693726,1132.875384569168
1055,5,5.218811988830566,1132.875384569168
1055,9,3.8552088737487793,1132.875384569168
1055,17,3.5390067100524902,1132.875384569168
1055,33,4.336254119873047,1132.875384569168
1055,64,8.396472692489624,1132.875384569168
1125,2,15.543988466262817,1077.3481907844543
1125,3,8.851788997650146,1077.3481907844543
1125,5,5.80847954750061,1077.3481907844543
1125,9,4.2365453243255615,1077.3481907844543
1125,17,3.9331343173980713,1077.3481907844543
1125,33,4.905707359313965,1077.3481907844543
1125,64,9.562681436538696,1077.3481907844543
1195,2,17.353617668151855,1655.3712401390076
1195,3,9.894617795944214,1655.3712401390076
1195,5,6.234036207199097,1655.3712401390076
1195,9,4.743107080459595,1655.3712401390076
1195,17,4.345015525817871,1655.3712401390076
1195,33,5.449917554855347,1655.3712401390076
1195,64,10.636786222457886,1655.3712401390076
1265,2,18.240656852722168,1508.6960361003876
1265,3,10.641643524169922,1508.6960361003876
1265,5,6.816247940063477,1508.6960361003876
1265,9,5.144285202026367,1508.6960361003876
1265,17,4.87886118888855,1508.6960361003876
1265,33,6.069330453872681,1508.6960361003876
1265,64,11.805135488510132,1508.6960361003876
1335,2,20.005002737045288,1585.477056503296
1335,3,11.394659757614136,1585.477056503296
1335,5,7.3333940505981445,1585.477056503296
1335,9,5.602648973464966,1585.477056503296
1335,17,5.296087265014648,1585.477056503296
1335,33,6.710622310638428,1585.477056503296
1335,64,12.867269277572632,1585.477056503296
1405,2,20.61204719543457,2008.8939282894135
1405,3,11.9686861038208,2008.8939282894135
1405,5,7.969827890396118,2008.8939282894135
1405,9,6.029825448989868,2008.8939282894135
1405,17,5.711444616317749,2008.8939282894135
1405,33,7.333817720413208,2008.8939282894135
1405,64,15.163196563720703,2008.8939282894135
1475,2,22.910298585891724,2787.4258980751038
1475,3,13.001048803329468,2787.4258980751038
1475,5,8.932463884353638,2787.4258980751038
1475,9,6.506726264953613,2787.4258980751038
1475,17,6.134087324142456,2787.4258980751038
1475,33,7.9586451053619385,2787.4258980751038
1475,64,16.320467233657837,2787.4258980751038
1545,2,24.000704765319824,3077.8972115516663
1545,3,13.947997093200684,3077.8972115516663
1545,5,9.336983680725098,3077.8972115516663
1545,9,7.1754631996154785,3077.8972115516663
1545,17,6.932433128356934,3077.8972115516663
1545,33,9.180939674377441,3077.8972115516663
1545,64,18.811431169509888,3077.8972115516663
1615,2,25.671855211257935,3659.0516028404236
1615,3,14.866320371627808,3659.0516028404236
1615,5,10.014135122299194,3659.0516028404236
1615,9,7.681975603103638,3659.0516028404236
1615,17,7.369121313095093,3659.0516028404236
1615,33,9.829682111740112,3659.0516028404236
1615,64,21.692019939422607,3659.0516028404236
1685,2,27.71861171722412,4607.8190741539
1685,3,15.998363256454468,4607.8190741539
1685,5,10.699220180511475,4607.8190741539
1685,9,8.325080871582031,4607.8190741539
1685,17,8.03252911567688,4607.8190741539
1685,33,10.564534664154053,4607.8190741539
1685,64,58.93056631088257,4607.8190741539
1755,2,29.05149006843567,5546.185032606125
1755,3,16.718042373657227,5546.185032606125
1755,5,11.475051641464233,5546.185032606125
1755,9,8.830584049224854,5546.185032606125
1755,17,8.528788566589355,5546.185032606125
1755,33,11.407931804656982,5546.185032606125
1755,64,116.23192834854126,5546.185032606125
1825,2,29.763449668884277,4336.62862944603
1825,3,17.30029273033142,4336.62862944603
1825,5,12.123208999633789,4336.62862944603
1825,9,9.272136449813843,4336.62862944603
1825,17,8.827685832977295,4336.62862944603
1825,33,11.923769474029541,4336.62862944603
1825,64,27.77938151359558,4336.62862944603
1895,2,31.731281280517578,6087.96852183342
1895,3,18.59991478919983,6087.96852183342
1895,5,12.535733938217163,6087.96852183342
1895,9,9.895843505859375,6087.96852183342
1895,17,9.611763715744019,6087.96852183342
1895,33,12.91983437538147,6087.96852183342
1895,64,35.0667564868927,6087.96852183342
1965,2,34.11725568771362,6324.7447118759155
1965,3,20.375839233398438,6324.7447118759155
1965,5,13.671947479248047,6324.7447118759155
1965,9,10.687816381454468,6324.7447118759155
1965,17,10.435662269592285,6324.7447118759155
1965,33,13.831814765930176,6324.7447118759155
1965,64,39.53042793273926,6324.7447118759155
2035,2,35.28141164779663,5987.4702360630035
2035,3,20.972047805786133,5987.4702360630035
2035,5,14.27146577835083,5987.4702360630035
2035,9,11.204007387161255,5987.4702360630035
2035,17,10.911863565444946,5987.4702360630035
2035,33,14.831673383712769,5987.4702360630035
2035,64,34.42902159690857,5987.4702360630035
2105,2,37.66511368751526,6885.169440984726
2105,3,21.719709873199463,6885.169440984726
2105,5,15.399876117706299,6885.169440984726
2105,9,12.079752206802368,6885.169440984726
2105,17,11.763577699661255,6885.169440984726
2105,33,16.079890727996826,6885.169440984726
2105,64,28.954030752182007,6885.169440984726
