i,j,tinisat,lingeling,dagster 2,dagster 3,dagster 5,dagster 9,dagster 17,dagster 33,dagster 65
0,1,4.035527706,3.610078812,5.259328365,5.292808771,5.336423635,5.49413085,5.652249098,6.5163064,8.216058254
0,2,5.852945328,6.963492155,3.899682283,3.686076641,3.74392724,3.963092089,4.211827517,4.484318256,4.866550922
0,3,22.07086229,24.27147794,7.844110727,6.127871513,6.087824345,6.36822176,6.328410625,6.723830462,8.073385477
0,4,54.43171334,61.4692204,14.90413785,10.29213405,9.940710783,11.04327202,10.74926877,11.59568667,14.52593517
0,5,154.8373129,282.5517426,31.62846184,22.30709314,20.4055891,19.93378377,21.21625519,22.8076365,30.52476597
0,6,364.0338356,436.4651415,98.15259576,58.56091881,45.21127534,43.71248984,43.97312784,46.75556946,62.79419732
0,7,502.4561236,630.0838444,113.6348953,69.35099864,50.32770681,49.63252187,49.55988717,52.1835525,69.2931807
0,8,1025.293333,889.8143275,195.0749464,116.9645493,78.85520697,76.26953387,76.37121224,84.41635227,116.7475092
0,9,1426.804984,1333.047119,245.6308739,150.3528681,109.7228866,90.80441403,93.59173679,99.34122825,113.6298516
1,1,1.449697018,2.328518391,1.197998047,1.173046827,1.261058807,1.357139349,1.412156582,1.529134274,1.848457575
1,2,11.10605741,24.34045434,4.361769199,3.781505108,3.944329262,4.143030167,4.400000095,4.764139175,5.598675966
1,3,67.67030597,81.6432941,19.27588725,14.28920174,14.37759328,14.08271551,14.99521899,15.79803991,18.8357892
1,4,78.46845698,140.0329251,27.49990249,17.75745058,16.54116392,16.40558243,17.44782734,18.70237303,23.68708873
1,5,239.1358767,335.0703266,103.9109416,68.22293258,47.69436526,42.30102706,44.02694488,48.07177186,61.60399127
1,6,318.6238263,399.8344219,73.42762375,48.45038724,37.33054757,35.78920627,37.17111635,39.36151075,52.28229403
1,7,780.9312706,533.0579319,432.2218108,216.2009132,106.3868372,89.49529862,91.65115786,99.77310729,130.9181836
1,8,690.6225312,703.823338,129.1562338,79.47969794,59.63483,58.99824572,59.52263856,64.23687744,86.46316147
1,9,1986.097218,1691.758349,473.9018388,273.7796965,174.0206048,146.2782426,150.196322,170.5716777,194.8226106
2,1,10.47794628,4.061855555,5.498163939,5.46936512,5.605257273,5.888857603,6.203236818,6.561772108,8.168070078
2,2,9.819606781,10.90646172,7.020675182,6.152932882,5.44506979,5.621764183,5.888586044,6.352822542,7.425706863
2,3,100.0646267,72.86386538,44.57213497,30.25134659,30.66403365,29.42655706,34.64093351,36.84076762,43.68138433
2,4,65.82436085,114.3413866,22.00807095,15.17537069,13.62559605,14.67441201,16.08543801,16.83903837,20.50130367
2,5,164.0669158,285.6310196,49.1090982,31.98950553,23.78047943,23.10995364,22.82274556,24.58947134,30.93561339
2,6,445.7165303,553.7234738,117.6099529,71.13486624,50.45287466,47.8537426,52.09153104,54.05139136,70.81833649
2,7,520.4434586,532.1801467,140.2177606,84.62052226,64.83490491,61.74389315,63.73346758,68.12107968,92.38344622
2,8,1043.440846,920.59442,271.4292665,158.9819791,99.68261409,91.08565259,89.73606467,100.3455906,135.2564113
2,9,1343.219602,1305.238428,292.0619411,170.7476258,114.9004016,106.5461092,104.3282363,115.1289108,139.4172328
3,1,1.866138935,1.178849936,0.766415596,0.7120015621,0.7487621307,0.8414494991,0.9035322666,0.9773406982,1.312811136
3,2,14.42198014,15.3821454,7.499876022,7.47241497,7.816627502,7.654696703,7.936799526,8.380035639,9.641870975
3,3,48.08359146,64.26914334,14.42146921,10.57709837,9.897068739,9.631363392,10.04317427,10.50469828,13.02251291
3,4,57.08247733,82.22854662,22.05475426,17.45646191,17.22321439,17.08389735,18.29798365,19.2800858,23.66991806
3,5,168.9284048,205.5144446,63.65984154,42.80936074,35.18157172,33.4050796,32.94483066,33.90044427,43.93736386
3,6,444.5101914,414.7811022,174.9737079,107.9836726,73.1006496,69.32801962,67.71954799,72.41984081,95.90928721
3,7,638.2852476,658.7893481,214.6215982,113.0487144,76.93743205,70.23042464,72.7555573,75.96569157,103.9661515
3,8,987.0770407,896.7968647,223.4021308,128.0997646,92.70333266,84.52224946,86.69299436,96.83872604,128.5972712
3,9,1612.743466,1419.541811,352.6418991,203.681658,135.2689219,120.9422805,123.6008868,136.4739282,163.7645793
4,1,2.097306728,1.286663055,0.7596447468,0.6859443188,0.7152366638,0.8263130188,0.8792612553,0.9687035084,1.258462906
4,2,13.66624355,22.72115135,7.391983271,6.128629208,6.14537859,6.318114042,6.741406679,7.171221018,8.285943031
4,3,40.54018164,64.16524005,17.8294456,13.40936208,12.23730016,12.51099372,13.39526725,13.09293032,15.49571586
4,4,96.52828765,138.6381116,39.70752335,24.28835654,23.69700003,22.58818555,24.77567005,25.74946189,31.72477865
4,5,218.7801239,305.0238056,73.92158055,43.33533454,33.76827216,33.47235942,35.58163285,37.24234653,47.86801434
4,6,243.9123855,382.9128318,53.92064953,35.07706118,27.03531337,28.85011983,29.25221324,30.59426332,39.04690623
4,7,666.1476941,641.8795328,162.5360982,92.77896667,72.42817616,70.27076364,74.5078783,79.35984588,107.0021532
4,8,975.6325507,820.5728824,191.9240434,113.1488445,85.98385739,78.13947892,82.96008754,92.3234427,131.7704666
4,9,1871.358104,1581.490458,533.7752666,304.0783248,191.5432186,146.1267228,148.3913815,159.2297595,195.7100182
5,1,1.932061672,2.622888803,1.587733269,1.609279156,1.591764212,1.730106831,1.855066299,2.098105669,2.526413918
5,2,12.51247811,27.80274391,10.19490314,7.553539515,7.688556671,7.854424953,8.376587152,8.97655201,9.987043381
5,3,29.18633986,74.35896611,10.06498528,7.680636644,7.253078222,7.507889032,7.749639988,8.207287788,9.285403252
5,4,78.53414011,101.1536298,24.3512404,15.9500258,13.55572557,14.71117592,15.22714949,16.13843226,20.08965945
5,5,137.4465587,250.4553709,41.73393488,27.74838829,24.15259147,23.36999583,24.56749535,26.49556804,33.42687798
5,6,288.7605066,473.0588267,68.06841087,41.35346079,33.40636539,33.48514891,34.5516541,37.08010912,47.71348548
5,7,662.523283,612.4651904,187.8887346,115.827564,81.49230123,84.04731035,82.72023964,91.11885285,127.0205944
5,8,1013.894632,937.3820839,344.9514384,189.8965068,125.3625033,113.6376863,112.5469859,125.160289,175.4482865
5,9,1398.633308,1418.109054,299.4478896,168.0385137,120.8294935,106.7185938,110.8255382,122.7979329,143.2260921
6,1,2.405622244,2.604728222,1.329107046,1.281536341,1.32030797,1.485584974,1.479266644,1.641322851,2.09326148
6,2,9.350828171,16.97383881,5.854746103,4.748697519,4.833661795,5.078578472,5.284250498,5.688000679,6.68388319
6,3,33.21276116,65.25089693,16.09323001,11.05383778,9.32509613,9.422580242,9.342908859,10.45382071,11.76359463
6,4,115.222549,165.0297468,27.7860291,19.43784523,15.92329907,16.74457717,17.30863023,18.02369881,22.6554482
6,5,208.2246654,282.9869702,89.12979484,55.64638686,43.14822817,41.63841057,39.49196267,42.81561613,54.21179104
6,6,520.0691991,412.925678,207.7770631,115.6864336,92.06304717,74.69605303,78.56881332,85.99354029,112.8592236
6,7,491.5650728,526.0510151,110.8251376,69.88743258,47.40943742,50.71598506,50.1589191,55.57017946,77.43054366
6,8,911.6317182,892.1236575,243.8839438,137.4426537,97.81562662,88.45989275,91.42479992,103.7485805,137.7822814
6,9,1303.978811,1355.258715,275.1213512,163.8053553,110.4511242,97.68930125,99.35108423,110.1774044,129.852854
7,1,7.873578548,2.668734074,6.026762724,10.12526917,10.52378845,10.92358947,11.47124696,12.18089008,15.21995163
7,2,16.52083182,32.25134563,8.471104145,6.920797825,6.128315449,5.714944839,5.935769558,6.305172682,7.478719234
7,3,30.27992916,27.86821532,11.33881807,8.585764408,8.066069365,7.738813162,8.371750593,8.925742149,10.55263567
7,4,75.97609735,122.9629302,26.13691497,16.5410521,15.47040105,14.81989145,14.93108988,15.96435165,19.59664273
7,5,148.1545148,231.0730162,44.30065393,31.19330025,25.98044086,23.70099998,24.42784929,26.27486062,33.80772996
7,6,561.9476008,378.5035396,164.4916058,93.2215848,68.92471266,58.98693252,61.27752709,72.41638041,81.36397648
7,7,445.761416,574.7808115,97.99675417,59.35984325,45.77959085,45.31818557,45.92708445,50.16532731,66.86099553
7,8,858.4479206,891.7680051,201.0754664,119.6792998,84.55446267,79.09263206,82.86681676,88.159024,117.632376
7,9,1719.462695,1343.232861,383.6027505,237.9986143,164.3039081,136.1473696,138.7812607,158.7181292,169.9991937
8,1,1.458216906,1.341370583,1.061715603,1.00491643,1.204735041,1.266149998,1.354906559,1.481025934,1.778759956
8,2,21.96808624,13.29234958,8.348195791,5.784693241,6.237154245,5.894351959,6.511732817,6.864650726,8.352616072
8,3,31.01816082,70.49014091,10.83614063,8.654870987,8.282647848,8.598805904,8.990495443,9.632886648,11.23131251
8,4,59.10722589,138.4229815,20.2337265,14.90410852,13.08639908,13.82347131,14.04317117,15.05268741,18.38501239
8,5,176.9843683,278.1867063,51.06990314,33.24083233,25.16298628,25.53721786,26.12192774,27.61258674,36.51672769
8,6,375.6209409,404.7566183,118.6919909,68.9265089,54.68365026,50.85833383,53.55814934,58.54506159,77.65485787
8,7,593.8374727,627.1364303,149.4172359,89.94468188,61.87883472,60.76199698,60.8237648,67.48322988,88.02106738
8,8,1272.603657,1011.439131,334.9906487,196.3365617,121.8050499,109.1355934,110.1489239,121.9099779,166.0501401
8,9,1450.754234,1404.907183,262.7099407,155.7146556,107.2012272,92.94943905,100.1474569,109.5961566,124.5462873
9,1,2.398616791,2.708358288,1.875855207,1.789185286,1.863871098,1.958479643,2.114518642,2.249176741,2.885497332
9,2,29.36011648,36.90756273,14.69466472,14.28073931,12.67738199,11.97429562,12.11726713,13.26693296,16.11913013
9,3,38.38678408,25.24815464,23.97348952,17.0793786,17.80101585,18.89504266,19.70312619,21.77963567,26.00791502
9,4,58.16338038,98.09130049,14.52198219,10.07305717,9.752919912,10.64983726,11.05987048,11.97482419,16.22441006
9,5,190.3908961,312.7998042,52.78340316,33.64170337,24.75390983,25.26093221,26.05669856,27.75689793,35.79516649
9,6,258.4555914,322.6197929,59.51702404,36.33562732,28.53143406,31.95928264,31.51614594,32.92627931,42.0777638
9,7,496.328104,546.2270198,141.6810606,88.92061567,59.45639396,55.32325721,56.51335001,60.30957031,80.03950477
9,8,761.1600592,793.3839982,183.2787817,113.1948977,78.55722904,72.76167679,75.50759506,81.70862961,109.0159369
9,9,1621.919804,1336.954026,317.3644853,187.9132819,127.7615442,126.5535266,121.3433707,141.2369273,172.9297919
10,1,5.422073841,3.081840038,3.577805996,3.516320467,3.608923197,3.769757748,4.022971392,4.428211689,5.480591536
10,2,10.2820704,23.29636264,6.012535572,4.937154055,4.980630636,5.105464935,5.065341711,5.368105173,6.441432238
10,3,60.74410892,106.3710527,19.18271971,18.63146567,13.14597273,13.83096623,15.96282816,15.63517594,17.87332487
10,4,167.685966,143.4105766,98.19718027,59.7488265,46.77291155,45.76184869,45.06219387,50.24631691,62.81983399
10,5,185.0289271,292.5003819,52.24726224,31.62126541,29.14725804,30.09826612,30.33528733,32.89683747,42.88461256
10,6,322.9268463,434.0922766,85.56076837,52.16817403,43.06402636,42.03511643,39.7048583,43.03613496,56.54105759
10,7,729.0155795,585.5810649,195.8574929,111.6859143,77.12541294,70.85497165,71.72325325,76.55538321,106.3362308
10,8,2476.815228,889.4108007,592.9766657,319.2325127,202.0324798,204.4878862,216.2480536,227.6204138,316.7620387
10,9,1893.281498,1385.012369,520.7518291,295.0317211,197.5675218,162.0346825,178.5304968,188.1841843,243.425349
11,1,15.85440803,4.579725742,3.337057352,16.68002701,17.30455399,17.89831543,18.82411265,20.4752543,25.26165557
11,2,13.64072895,18.17892194,9.330343246,6.971776247,6.97724843,7.101028681,6.784893036,7.198824644,8.782635689
11,3,34.5054543,43.49868917,14.44841075,10.3935492,9.51890111,9.265479088,9.556956053,9.976768494,11.98064804
11,4,98.13873577,158.9020996,32.46211028,21.17992926,17.76155639,17.6330986,17.56964588,18.36365652,22.74235153
11,5,162.9071653,368.8877463,41.94029665,26.8556149,21.22802901,22.63562846,23.79008937,25.57340717,33.38768363
11,6,256.2746487,412.7777531,58.44980383,36.57825923,29.79715991,31.69146132,32.49490595,35.05201817,45.2910316
11,7,511.0764146,663.6577258,105.804106,66.17027307,47.3879137,46.70886612,49.20605516,53.43101573,70.11828232
11,8,996.5886843,924.6577652,218.1176054,120.8738561,84.9960773,75.95588779,76.81368327,84.27389693,112.7064977
11,9,1912.201115,1337.645694,450.6877842,252.4197845,162.7561464,127.2767093,124.735533,135.0801492,172.2141016
12,1,2.926994324,2.774501085,2.73872304,2.527914762,2.572601795,2.769207001,2.907337666,3.06618166,3.876401186
12,2,14.82370496,23.48506212,8.29693222,6.425384998,5.911049366,5.902494669,6.272324324,6.57332015,8.043163061
12,3,46.67699862,76.92868543,16.99038887,11.89317155,11.064183,10.01133561,10.20734048,11.06234741,13.23413897
12,4,96.25999379,156.8914464,38.25721884,24.28217769,19.98097086,20.44158959,21.36956692,22.54087138,27.57896233
12,5,202.0079618,285.3971522,64.00858545,43.84787655,33.94254351,33.603894,34.97942901,39.29633665,49.60016775
12,6,325.5987639,517.7531772,78.4921422,48.74954224,38.66887736,35.86591816,37.38945627,39.66755152,53.00065637
12,7,519.7836938,596.049175,133.3875751,86.00076056,57.75813985,56.99686909,58.92071438,62.43268538,84.50341916
12,8,784.4595942,835.9535093,216.4964151,124.3214927,89.42524099,87.50120664,88.06580091,96.55933762,128.6253891
12,9,1524.039657,1544.439837,275.1048777,161.3819044,107.6338284,98.8484714,100.86883,111.4304934,134.9429538
13,1,4.139472246,3.618809462,5.517611027,5.396624804,5.508910179,5.742335558,6.079421282,6.428178787,7.937685251
13,2,8.567669868,8.92964673,5.2070117,4.056751966,4.10885787,4.273786545,4.480873108,4.825097561,5.635028124
13,3,49.59156466,69.71130824,18.83378005,12.19189215,12.82146788,12.77580762,14.58679724,14.45661402,17.63667393
13,4,93.37796617,161.9415638,34.75792289,22.98805714,20.14393854,20.57014751,22.15168047,23.97917986,27.16449952
13,5,190.8136106,323.6347034,51.22900558,32.06669593,26.38529253,26.25679755,26.79313803,29.88332891,38.73845124
13,6,259.4771247,483.2477107,56.2762413,37.30132365,29.39580464,29.88150597,31.39424777,32.83723259,41.7990644
13,7,680.4832947,603.1113391,177.6718695,103.5681403,70.41515231,67.92384768,66.38329816,74.57462668,100.6928318
13,8,740.796905,790.2436213,198.0988572,112.499912,84.40684795,82.34465766,79.23356986,86.77284408,117.0948005
13,9,1299.221537,1521.772936,249.8427513,149.7370939,109.1376739,96.37107897,99.85511661,107.5030742,122.3859475
14,1,5.558696985,2.626594543,5.275072813,5.277065516,5.391679049,5.717575788,6.019324303,6.450500011,8.043638706
14,2,7.521433115,6.727359772,3.284116983,2.660444021,2.940810204,3.109896421,3.276066542,3.62945652,3.711754799
14,3,57.59501457,107.7213171,25.39124584,16.19401455,15.8488884,14.16881275,14.96703196,15.55225635,18.71693683
14,4,69.87906194,116.0327621,21.22086334,14.29201531,12.86795235,12.14283729,12.49493551,13.49701214,16.46441627
